info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Fuel,1198,1234,1271,1309,1348,2023,Audi e-tron Premium 4dr SUV AWD,electric DD,76191
Insurance,1763,1825,1889,1955,2023,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Maintenance,185,772,413,3544,1690,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Repairs,0,0,0,801,1223,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Taxes_Fees,5228,373,334,303,303,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Financing,6563,5349,4013,2546,933,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Depreciation,35521,5431,4438,4974,4346,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Fuel,1198,1234,1271,1309,1348,2023,Audi e-tron Premium Plus 4dr SUV AWD,electric DD,82980
Insurance,1763,1825,1889,1955,2023,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Maintenance,185,772,413,3700,1690,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Repairs,0,0,0,801,1223,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Taxes_Fees,6123,437,392,355,355,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Financing,7688,6266,4701,2982,1092,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Depreciation,29116,7405,6050,6781,5925,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Fuel,1248,1285,1324,1364,1405,2023,Audi e-tron S Sportback Premium Plus 4dr SUV AWD,electric DD,97202
Insurance,1763,1825,1889,1955,2023,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Maintenance,185,772,413,3700,1690,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Repairs,0,0,0,801,1223,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Taxes_Fees,6701,479,429,389,389,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Financing,8415,6858,5146,3264,1196,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Depreciation,31871,8105,6623,7422,6485,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Fuel,1248,1285,1324,1364,1405,2023,Audi e-tron S Sportback Prestige 4dr SUV AWD,electric DD,96393
Insurance,1763,1825,1889,1955,2023,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Maintenance,185,772,413,3565,1690,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Repairs,0,0,0,801,1223,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Taxes_Fees,5406,386,346,314,314,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Financing,6787,5530,4150,2633,964,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Depreciation,25678,6539,5343,5989,5233,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Fuel,1198,1234,1271,1309,1348,2023,Audi e-tron Sportback Premium Plus S line 4dr SUV AWD,electric DD,85804
Insurance,1763,1825,1889,1955,2023,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Maintenance,185,772,413,3565,1690,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Repairs,0,0,0,801,1223,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Taxes_Fees,5048,360,323,293,293,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Financing,6336,5164,3875,2457,901,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Depreciation,23915,6112,4994,5598,4891,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Fuel,1198,1234,1271,1309,1348,2023,Audi e-tron Sportback Premium S line 4dr SUV AWD,electric DD,80110
Insurance,1763,1825,1889,1955,2023,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Maintenance,185,772,413,3565,1690,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Repairs,0,0,0,801,1223,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Taxes_Fees,5757,411,368,334,334,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Financing,7229,5891,4421,2804,1027,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Depreciation,27380,6962,5689,6376,5571,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Fuel,1198,1234,1271,1309,1348,2023,Audi e-tron Sportback Prestige S line 4dr SUV AWD,electric DD,91398
Insurance,1409,1458,1509,1562,1617,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Maintenance,0,0,492,1507,3131,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Repairs,0,0,0,1018,1554,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Taxes_Fees,7111,508,455,413,413,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Financing,8932,7279,5461,3465,1269,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Depreciation,24359,10011,8180,9167,8006,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Fuel,1217,1253,1291,1330,1370,2023,BMW iX M60 M60 4dr SUV AWD,electric DD,112924
Insurance,1379,1427,1477,1529,1582,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Maintenance,0,0,492,1507,2932,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Repairs,0,0,0,1018,1554,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Taxes_Fees,5921,423,379,344,344,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Financing,7435,6059,4547,2884,1056,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Depreciation,19820,8389,6855,7682,6710,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Fuel,1086,1118,1152,1186,1222,2023,BMW iX xDrive50 4dr SUV AWD,electric DD,94002
Insurance,1337,1384,1432,1482,1534,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Maintenance,148,393,201,534,1727,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Repairs,0,0,121,288,418,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Taxes_Fees,2011,143,128,116,116,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Financing,2516,2049,1539,975,358,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Depreciation,12134,1264,1195,1403,1329,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Fuel,811,836,861,886,913,2023,Chevrolet Bolt EUV LT 4dr Hatchback,electric DD,31803
Insurance,1337,1384,1432,1482,1534,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Maintenance,148,393,201,534,1727,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Repairs,0,0,121,288,418,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Taxes_Fees,2309,164,147,134,134,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Financing,2892,2356,1768,1122,410,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Depreciation,13851,1460,1381,1620,1535,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Fuel,811,836,861,886,913,2023,Chevrolet Bolt EUV Premier 4dr Hatchback,electric DD,36557
Insurance,1763,1825,1889,1955,2023,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Maintenance,159,165,274,1944,199,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Repairs,0,0,0,951,1451,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Taxes_Fees,5472,391,350,317,317,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Financing,6870,5598,4201,2664,976,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Depreciation,36637,4425,3617,4052,3542,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Fuel,917,945,973,1002,1032,2023,Tesla Model X 4dr SUV AWD,electric DD,86852
Insurance,1800,1863,1928,1996,2066,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Maintenance,159,165,274,2198,199,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Repairs,0,0,0,951,1451,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Taxes_Fees,6143,439,393,356,356,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Financing,7714,6286,4716,2992,1096,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Depreciation,41139,4969,4061,4550,3978,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Fuel,955,983,1013,1043,1075,2023,Tesla Model X Plaid 4dr SUV AWD,electric DD,97523
Insurance,1763,1825,1889,1955,2023,2023,Tesla Model Y 4dr SUV,electric DD,48436
Maintenance,138,195,172,495,178,2023,Tesla Model Y 4dr SUV,electric DD,48436
Repairs,0,0,0,894,1366,2023,Tesla Model Y 4dr SUV,electric DD,48436
Taxes_Fees,3056,218,195,177,177,2023,Tesla Model Y 4dr SUV,electric DD,48436
Financing,3831,3122,2343,1486,544,2023,Tesla Model Y 4dr SUV,electric DD,48436
Depreciation,19064,2689,2197,2462,2153,2023,Tesla Model Y 4dr SUV,electric DD,48436
Fuel,761,784,808,832,857,2023,Tesla Model Y 4dr SUV,electric DD,48436
Insurance,1763,1825,1889,1955,2023,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Maintenance,138,195,172,495,178,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Repairs,0,0,0,951,1451,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Taxes_Fees,3459,247,221,200,200,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Financing,4338,3534,2653,1682,616,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Depreciation,21585,3045,2488,2788,2437,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Fuel,761,784,808,832,857,2023,Tesla Model Y 4dr SUV AWD w/Prod. End 09/23,electric DD,54839
Insurance,1763,1825,1889,1955,2023,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Maintenance,138,195,172,1877,178,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Repairs,0,0,0,951,1451,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Taxes_Fees,3660,261,234,212,212,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Financing,4591,3741,2807,1781,652,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Depreciation,23438,2918,2385,2674,2336,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Fuel,768,791,814,839,864,2023,Tesla Model Y Long Range 4dr SUV AWD,electric DD,58040
Insurance,1763,1825,1889,1955,2023,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Maintenance,138,195,172,2572,178,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Repairs,0,0,0,951,1451,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Taxes_Fees,3627,259,232,210,210,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Financing,4549,3706,2782,1764,646,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Depreciation,22630,3525,2881,3227,2821,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Fuel,842,868,894,921,948,2023,Tesla Model Y Performance 4dr SUV AWD,electric DD,57507
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Taxes_Fees,3761,268,240,218,218,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Financing,4718,3845,2885,1830,671,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Depreciation,20726,3657,3460,4059,3843,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Fuel,955,983,1013,1043,1075,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD,electric DD,59652
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Taxes_Fees,3760,268,240,218,218,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Financing,4716,3844,2884,1829,670,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Depreciation,20703,3657,3460,4059,3843,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Fuel,955,983,1013,1043,1075,2023,Ford Mustang Mach-E California Route 1 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59628
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Taxes_Fees,4337,309,277,251,251,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Financing,5442,4436,3328,2110,774,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Depreciation,26083,4023,3808,4467,4232,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Fuel,1117,1150,1185,1221,1257,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD,electric DD,68808
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Taxes_Fees,4336,309,277,251,251,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Financing,5440,4434,3326,2110,773,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Depreciation,23872,4219,3992,4683,4434,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Fuel,1117,1150,1185,1221,1257,2023,Ford Mustang Mach-E GT 4dr Hatchback AWD w/Prod. End 07/23,electric DD,68780
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Maintenance,131,511,210,2049,896,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Repairs,0,0,120,283,411,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Taxes_Fees,3586,256,229,208,208,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Financing,4498,3666,2750,1745,639,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Depreciation,19767,3486,3297,3868,3663,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Fuel,930,958,986,1016,1046,2023,Ford Mustang Mach-E Premium 4dr Hatchback,electric DD,56868
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Taxes_Fees,3809,272,243,221,221,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Financing,4778,3894,2922,1854,679,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Depreciation,20996,3703,3503,4110,3892,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Fuel,1017,1048,1079,1111,1145,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD,electric DD,60413
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Taxes_Fees,3754,268,240,218,218,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Financing,4710,3837,2880,1827,669,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Depreciation,20623,3657,3460,4059,3843,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Fuel,1005,1035,1066,1098,1131,2023,Ford Mustang Mach-E Premium 4dr Hatchback AWD w/Prod. End 07/23,electric DD,59542
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Maintenance,131,511,210,2049,896,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Repairs,0,0,120,283,411,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Taxes_Fees,3548,253,227,206,206,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Financing,4450,3627,2721,1726,633,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Depreciation,19345,3471,3283,3851,3647,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Fuel,911,938,967,996,1025,2023,Ford Mustang Mach-E Premium 4dr Hatchback w/Prod. End 07/23,electric DD,56264
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Maintenance,131,511,210,2049,896,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Repairs,0,0,120,283,411,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Taxes_Fees,3009,214,192,174,174,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Financing,3772,3073,2307,1463,536,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Depreciation,16492,2931,2773,3253,3080,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Fuel,930,958,986,1016,1046,2023,Ford Mustang Mach-E Select 4dr Hatchback,electric DD,47686
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Taxes_Fees,3213,229,205,186,186,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Financing,4028,3283,2463,1562,573,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Depreciation,17652,3127,2958,3470,3285,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Fuel,1005,1035,1066,1098,1131,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD,electric DD,50928
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Maintenance,131,511,210,2091,896,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Repairs,0,0,129,309,446,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Taxes_Fees,3232,230,206,187,187,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Financing,4053,3302,2479,1571,576,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Depreciation,17943,3127,2958,3470,3285,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Fuel,1005,1035,1066,1098,1131,2023,Ford Mustang Mach-E Select 4dr Hatchback AWD w/Prod. End 07/23,electric DD,51238
Insurance,1491,1543,1597,1653,1711,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Maintenance,131,511,210,2049,896,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Repairs,0,0,120,283,411,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Taxes_Fees,3046,217,194,176,176,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Financing,3818,3111,2335,1481,543,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Depreciation,17040,2931,2773,3253,3080,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Fuel,911,938,967,996,1025,2023,Ford Mustang Mach-E Select 4dr Hatchback w/Prod. End 07/23,electric DD,48271
Insurance,1326,1372,1420,1470,1522,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Maintenance,308,587,540,907,992,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Repairs,0,0,0,0,593,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Taxes_Fees,3003,214,192,174,174,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Financing,3764,3068,2302,1460,535,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Depreciation,17944,2462,2331,2734,2590,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Fuel,830,855,880,907,934,2023,Kia Niro EV Wave 4dr SUV,electric DD,47591
Insurance,1326,1372,1420,1470,1522,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Maintenance,308,587,540,907,992,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Repairs,0,0,0,0,593,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Taxes_Fees,2723,194,174,158,158,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Financing,3412,2781,2087,1323,485,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Depreciation,16834,2179,2063,2420,2293,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Fuel,830,855,880,907,934,2023,Kia Niro EV Wind 4dr SUV,electric DD,43141
Insurance,1324,1370,1418,1468,1519,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Maintenance,241,329,343,339,1595,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Repairs,0,0,99,238,346,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Taxes_Fees,1904,135,121,110,110,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Financing,2382,1942,1456,924,339,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Depreciation,11625,1870,1769,2075,1965,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Fuel,842,868,894,921,948,2023,Nissan LEAF S 4dr Hatchback,electric DD,30119
Insurance,1324,1370,1418,1468,1519,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
Maintenance,241,329,343,339,1985,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
